pair_id,order,interest_corr,samerace,match,calls_from_female,calls_from_male,calls_to_female,calls_to_male,female_dec,male_dec,female_id,f_rate_m_attr,f_rate_m_sinc,f_rate_m_intel,f_rate_m_fun,f_rate_m_amb,f_rate_m_shar,f_rate_m_like,f_rate_m_prob,f_rate_m_met_before,f_est_matches,f_age,f_field,f_field_num,f_race,f_imp_race,f_imp_relig,f_goal,f_dat_freq,f_out_freq,f_career,f_career_num,f_like_sports,f_like_tvsports,f_like_exercise,f_like_dining,f_like_museums,f_like_art,f_like_hiking,f_like_gaming,f_like_clubbing,f_like_reading,f_like_tv,f_like_theater,f_like_movies,f_like_concerts,f_like_music,f_like_shopping,f_like_yoga,f_exp_happy,f_pref_attr,f_pref_sinc,f_pref_intel,f_pref_fun,f_pref_amb,f_pref_shar,f_genderpref_attr,f_genderpref_sinc,f_genderpref_intel,f_genderpref_fun,f_genderpref_amb,f_genderpref_shar,f_oppgender_pref_attr,f_oppgender_pref_sinc,f_oppgender_pref_intel,f_oppgender_pref_fun,f_oppgender_pref_amb,f_oppgender_pref_shar,f_rate_self_attr,f_rate_self_sinc,f_rate_self_fun,f_rate_self_intel,f_rate_self_amb,f_avg_attr,f_avg_sinc,f_avg_fun,f_avg_intel,f_avg_amb,f_avg_like,male_id,m_rate_f_attr,m_rate_f_sinc,m_rate_f_intel,m_rate_f_fun,m_rate_f_amb,m_rate_f_shar,m_rate_f_like,m_rate_f_prob,m_rate_f_met_before,m_est_matches,m_age,m_field,m_field_num,m_race,m_imp_race,m_imp_relig,m_goal,m_dat_freq,m_out_freq,m_career,m_career_num,m_like_sports,m_like_tvsports,m_like_exercise,m_like_dining,m_like_museums,m_like_art,m_like_hiking,m_like_gaming,m_like_clubbing,m_like_reading,m_like_tv,m_like_theater,m_like_movies,m_like_concerts,m_like_music,m_like_shopping,m_like_yoga,m_exp_happy,m_pref_attr,m_pref_sinc,m_pref_intel,m_pref_fun,m_pref_amb,m_pref_shar,m_gender_pref_attr,m_gender_pref_sinc,m_gender_pref_intel,m_gender_pref_fun,m_gender_pref_amb,m_gender_pref_shar,m_opp_gender_pref_attr,m_opp_gender_pref_sinc,m_opp_gender_pref_intel,m_opp_gender_pref_fun,m_opp_gender_pref_amb,m_opp_gender_pref_shar,m_rate_self_attr,m_rate_self_sinc,m_rate_self_fun,m_rate_self_intel,m_rate_self_amb,m_avg_attr,m_avg_sinc,m_avg_fun,m_avg_intel,m_avg_amb,m_avg_like
438--450,12,0.46,1,1,0,2,2,0,1,1,438,4,6,8,7,9,2,4,5,2,10,23,Social Work,11,2,1,5,1,4,1,Clinical Social Worker,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,4,14,15,16,17,18,20,22.22222222,13.33333333,16.66666667,16.66666667,15.55555556,15.55555556,22.22222222,13.33333333,16.66666667,16.66666667,15.55555556,15.55555556,7,8,7,7,7,6.5,7,6.923076923,6.642857143,6,6.642857143,450,6,7,7,7,7,7,7,6,2,2,25,International Affairs,13,2,3,7,2,6,2,Diplomat,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,50,5,5,5,5,30,50,5,5,5,5,30,25,5,5,5,30,30,9,6,7,10,10,5.6,7.3,8.2,7,7.9,5.8
432--452,3,0.18,0,1,,, , ,1,1,432,5,8,10,10,10,5,10,9,2,5,28,Social Work,11,2,1,1,4,6,3,Social Worker,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,20,0,0,0,0,0,25,10,25,15,20,5,7,8,8,8,8,6.571428571,7.785714286,7.5,6.5,5.785714286,6.5,452,7,9,7,8,6,6,7,6,2,5,29,MBA,8,4,7,1,1,5,3,private equity,7,9,6,8,7,8,7,8,7,9,8,7,8,9,8,10,5,3,7,35,30,25,5,0,5,30,5,10,30,10,15,35,5,15,30,5,10,7,8,7,10,8,4.2,7.2,8.2,7,8,5.1
432--453,12,0.27,0,1,,, , ,1,1,432,3,9,10,5,10,10,8,10,2,5,28,Social Work,11,2,1,1,4,6,3,Social Worker,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,20,0,0,0,0,0,25,10,25,15,20,5,7,8,8,8,8,6.571428571,7.785714286,7.5,6.5,5.785714286,6.5,453,5,5,5,5,5,5,5,5,2,2,27,law,1,4,4,3,2,6,5,lawyer,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,30,30,30,5,0,5,30,30,30,5,0,0,20,15,20,15,15,15,5,6,7,8,5,3.7,8.555555556,8.666666667,4.888888889,8,4.7
456--460,5,0.19,0,1,,0, ,1,1,1,456,8,8,7,7,7,6,7,5,0,1,29,Business,8,4,3,2,2,6,1,Health care finance,7,1,1,8,8,7,7,6,2,8,8,4,7,7,6,6,8,8,2,25,20,15,10,15,15,20,10,20,10,30,10,30,15,10,15,10,20,8,8,6,7,7,7.5,6.2,6.8,7,7.5,6.833333333,460,9,8,8,8,8,7,8,7,0,1,33,History,7,2,2,1,1,4,2,Professor,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,8,20,10,20,15,15,20,15,20,15,15,20,15,15.78947368,21.05263158,15.78947368,10.52631579,21.05263158,15.78947368,8,8,7,9,7,7,8.5,8,6.833333333,6.666666667,6.666666667
458--462,2,-0.44,1,1,1,0,1,0,1,1,458,4,9,6,7,8,7,6,8,0,5,29,Business,8,4,9,8,1,4,1,Entrepreneurship,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,5,50,5,25,20,0,0,30,10,30,10,20,0,50,10,20,0,0,20,10,10,9,10,10,6.166666667,6.4,7.2,6.6,8,6.333333333,462,8,7,7,7,6,5,7,4,0,3,33,Electrical Engineering,5,4,1,5,4,6,6,"Professor, or Engineer",2,8,7,5,2,6,6,1,2,7,3,8,5,7,6,9,2,2,8,30,30,10,10,0,20,10,30,20,10,10,20,20,20,10,20,10,20,4,9,6,8,2,4.166666667,8.333333333,6.833333333,4.666666667,6.833333333,4.166666667
458--464,6,-0.33,1,1,1,,1, ,1,1,458,8,8,9,9,8,6,8,10,1,5,29,Business,8,4,9,8,1,4,1,Entrepreneurship,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,5,50,5,25,20,0,0,30,10,30,10,20,0,50,10,20,0,0,20,10,10,9,10,10,6.166666667,6.4,7.2,6.6,8,6.333333333,464,5,7,7,9,9,8,5,5,1,1,33,MBA,8,4,1,1,1,3,1,Management Consulting,7,10,9,6,7,3,3,5,5,9,3,4,6,7,7,7,2,1,5,15,15,15,20,15,20,20,20,20,10,20,10,20,20,20,10,20,10,5,8,8,9,10,7,7.166666667,8.166666667,7.833333333,7.666666667,7
467--481,11,0.65,1,1,6,2,0,0,1,1,467,8,10,10,9,8,7,7,4,0,4,24,Consulting,8,2,7,4,6,2,1,"Consulting, later Arts or Non-Profit",7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,50,10,20,15,5,0,60,5,15,10,5,5,8,8,8,8,8,8.333333333,7.4,7.8,7.2,7.923076923,6.666666667,481,8,8,7,8,6,7,8,7,0,4,23,teaching of English,9,2,8,1,2,3,2,English teacher,2,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,6,25,20,15,20,5,15,35,10,15,20,0,0,30,10,10,20,20,10,8,7,8,9,5,6.4,6.733333333,6.5,5.133333333,5.333333333,5.666666667
467--482,12,0.12,1,1,6,,0, ,1,1,467,8,10,10,9,10,8,7,4,0,4,24,Consulting,8,2,7,4,6,2,1,"Consulting, later Arts or Non-Profit",7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,50,10,20,15,5,0,60,5,15,10,5,5,8,8,8,8,8,8.333333333,7.4,7.8,7.2,7.923076923,6.666666667,482,8,6,6,6,8,6,7,5,0,3,30,MBA,8,2,2,6,2,6,1,Management Consulting,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,20,10,22,20,15,13,19,10,18,20,13,20,14,20,18,18,20,10,7,10,9,8,8,5.4,6.8,7.266666667,6.733333333,7.916666667,6.428571429
468--482,8,0.17,0,1,2,,2, ,1,1,468,5,8,8,8,8,7,8,8,0,2,25,Human Rights: Middle East,13,6,5,2,1,6,3,Professor; Human Rights Director,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,15,25,15,15,15,15,25,15,15,15,20,10,30,15,20,15,10,10,8,9,6,8,8,8.333333333,7.933333333,8.466666667,7.8,8,7.857142857,482,9,7,7,8,6,6,8,6,0,3,30,MBA,8,2,2,6,2,6,1,Management Consulting,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,20,10,22,20,15,13,19,10,18,20,13,20,14,20,18,18,20,10,7,10,9,8,8,5.4,6.8,7.266666667,6.733333333,7.916666667,6.428571429
470--482,15,0.15,0,1,,, , ,1,1,470,2,8,9,7,6,6,7,6,0,4,29,medicine,4,4,1,1,1,4,2,medicine,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,10,20,25,25,10,10,40,10,20,10,10,10,60,10,10,10,5,5,4,9,5,8,6,8.066666667,7.4,8.533333333,7.533333333,8.2,7.285714286,482,8,6,8,6,7,5,6,5,0,3,30,MBA,8,2,2,6,2,6,1,Management Consulting,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,20,10,22,20,15,13,19,10,18,20,13,20,14,20,18,18,20,10,7,10,9,8,8,5.4,6.8,7.266666667,6.733333333,7.916666667,6.428571429
472--482,3,0.36,0,1,,, , ,1,1,472,5,7,7,9,9,10,8,10,0,12,25,Urban Planning,5,3,1,3,2,4,2,Urban Planner,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,4,10,25,25,20,10,10,20,10,20,30,10,10,30,5,10,30,5,20,8,10,10,8,9,7.2,7.666666667,7.933333333,6.666666667,7,6.333333333,482,8,6,6,6,6,6,6,5,0,3,30,MBA,8,2,2,6,2,6,1,Management Consulting,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,4,20,10,22,20,15,13,19,10,18,20,13,20,14,20,18,18,20,10,7,10,9,8,8,5.4,6.8,7.266666667,6.733333333,7.916666667,6.428571429
473--484,9,0.62,1,1,,1, ,0,1,1,473,8,10,10,8,8,8,8,7,0,3,34,Biotechnology,10,4,1,1,2,6,4,Clinic Trial,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,7,15,20,20,15,15,15,20,15,15,20,15,15,20,20,15,15,15,15,7,9,8,10,7,5.933333333,7.266666667,7.6,5.133333333,6.666666667,5.666666667,484,7,7,8,5,9,8,6,5,0,1,31,GSAS,18,4,1,1,1,6,4,professional career,15,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,6,16,16,20,16,16,16,25,10,25,15,5,20,25,10,25,15,5,20,4,8,2,9,9,4.285714286,7.357142857,8.071428571,4.285714286,6.642857143,5.285714286
476--484,14,0.27,0,1,0,1,2,0,1,1,476,4,8,9,6,5,2,8,7,0,2,25,SIPA-International Affairs,13,2,1,3,5,5,2,International Development,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,20,20,20,15,15,10,30,10,10,20,10,20,50,5,5,30,5,5,7,9,5,7,6,7.142857143,8.214285714,7.285714286,7.142857143,6.846153846,6.571428571,484,9,9,7,8,,,8,5,0,1,31,GSAS,18,4,1,1,1,6,4,professional career,15,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,6,16,16,20,16,16,16,25,10,25,15,5,20,25,10,25,15,5,20,4,8,2,9,9,4.285714286,7.357142857,8.071428571,4.285714286,6.642857143,5.285714286
469--485,2,0.51,0,1,0,,4, ,1,1,469,6,8,8,7,7,7,7,7,0,6,25,Human Rights,13,4,1,1,2,3,1,Work at the UN,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,20,10,20,20,10,20,40,10,10,20,10,10,40,10,20,10,10,10,8,8,8,6,6,8,7.666666667,7.866666667,7.266666667,6.928571429,7.2,485,9,9,10,9,10,7,8,5,0,8,29,African-American Studies/History,3,1,4,3,2,6,2,writer/teacher,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,20,15,20,15,15,15,20,15,15,15,20,15,15,20,15,15,20,15,8,8,7,8,7,4.266666667,6,6,4.533333333,4.714285714,4.642857143
476--485,11,-0.15,0,1,0,,2, ,1,1,476,7,8,8,8,5,6,8,6,1,2,25,SIPA-International Affairs,13,2,1,3,5,5,2,International Development,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,20,20,20,15,15,10,30,10,10,20,10,20,50,5,5,30,5,5,7,9,5,7,6,7.142857143,8.214285714,7.285714286,7.142857143,6.846153846,6.571428571,485,10,10,10,10,10,9,10,8,1,8,29,African-American Studies/History,3,1,4,3,2,6,2,writer/teacher,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,20,15,20,15,15,15,20,15,15,15,20,15,15,20,15,15,20,15,8,8,7,8,7,4.266666667,6,6,4.533333333,4.714285714,4.642857143
474--486,7,0.5,0,1,,0, ,0,1,1,474,7,9,9,6,10,,7,8,0,6,30,biotechnology,10,1,1,1,1,6,5,scientist,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,15,20,10,30,5,20,10,10,10,10,50,10,50,10,10,10,10,10,9,9,10,8,7,7.933333333,7.933333333,8.2,8.133333333,7.785714286,7.933333333,486,9,7,6,9,9,6,7,6,0,1,32,Neurosciences/Stem cells,10,3,1,1,3,6,2,Medical Sciences,4,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,8,20,20,20,15,10,15,30,15,15,20,10,10,10,25,25,15,15,10,7,10,8,9,9,5.533333333,7.4,8,5.733333333,7.333333333,5.466666667
470--488,1,0.56,1,1,,, , ,1,1,470,5,5,5,8,5,5,7,7,0,4,29,medicine,4,4,1,1,1,4,2,medicine,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,10,20,25,25,10,10,40,10,20,10,10,10,60,10,10,10,5,5,4,9,5,8,6,8.066666667,7.4,8.533333333,7.533333333,8.2,7.285714286,488,8,8,8,8,8,8,8,5,0,4,29,Business,8,4,1,1,3,2,3,Management Consulting,7,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,5,15,20,20,20,5,20,20,20,20,20,10,10,20,20,20,20,10,10,5,10,7,10,8,4.933333333,6,6.666666667,5.933333333,6.733333333,5.142857143
480--488,14,0.11,0,1,,, , ,1,1,480,7,9,9,8,8,7,7,10,0,6,26,Urban Planning,5,2,4,6,1,4,1,Planning,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,16,18,18,20,12,16,20,14,16,20,12,18,18,15,16,20,15,16,8,9,10,8,7,7.857142857,8.142857143,8.285714286,7.857142857,7.428571429,6.642857143,488,10,10,10,10,10,10,10,10,0,4,29,Business,8,4,1,1,3,2,3,Management Consulting,7,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,5,15,20,20,20,5,20,20,20,20,20,10,10,20,20,20,20,10,10,5,10,7,10,8,4.933333333,6,6.666666667,5.933333333,6.733333333,5.142857143
467--489,14,0.06,1,1,6,,0, ,1,1,467,9,9,9,10,10,8,8,5,0,4,24,Consulting,8,2,7,4,6,2,1,"Consulting, later Arts or Non-Profit",7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,50,10,20,15,5,0,60,5,15,10,5,5,8,8,8,8,8,8.333333333,7.4,7.8,7.2,7.923076923,6.666666667,489,8,9,8,7,8,7,8,7,0,,28,Business,8,2,6,5,3,2,1,Business,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8
469--489,9,-0.17,0,1,0,,4, ,1,1,469,7,4,5,8,5,7,6,9,0,6,25,Human Rights,13,4,1,1,2,3,1,Work at the UN,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,20,10,20,20,10,20,40,10,10,20,10,10,40,10,20,10,10,10,8,8,8,6,6,8,7.666666667,7.866666667,7.266666667,6.928571429,7.2,489,10,8,8,8,8,8,10,8,0,,28,Business,8,2,6,5,3,2,1,Business,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8
470--489,2,0.26,0,1,,, , ,1,1,470,7,7,5,7,5,7,8,5,0,4,29,medicine,4,4,1,1,1,4,2,medicine,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,10,20,25,25,10,10,40,10,20,10,10,10,60,10,10,10,5,5,4,9,5,8,6,8.066666667,7.4,8.533333333,7.533333333,8.2,7.285714286,489,7,7,9,9,8,7,10,8,0,,28,Business,8,2,6,5,3,2,1,Business,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8
471--489,1,0.04,0,1,,, , ,1,1,471,7,7,7,7,7,6,7,7,0,2,30,medicine,4,4,8,8,2,5,3,physician,4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,5,15,15,25,10,15,20,25,10,15,15,15,20,25,10,15,15,15,20,7,8,8,9,9,6.266666667,7.466666667,7.933333333,6.866666667,7.642857143,6.2,489,6,8,9,7,8,6,7,8,0,,28,Business,8,2,6,5,3,2,1,Business,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8
474--489,12,-0.07,0,1,,, , ,1,1,474,10,9,9,9,8,9,9,10,0,6,30,biotechnology,10,1,1,1,1,6,5,scientist,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,15,20,10,30,5,20,10,10,10,10,50,10,50,10,10,10,10,10,9,9,10,8,7,7.933333333,7.933333333,8.2,8.133333333,7.785714286,7.933333333,489,8,7,8,8,9,7,8,8,0,,28,Business,8,2,6,5,3,2,1,Business,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8
475--489,4,0.34,0,1,,, , ,1,1,475,7,4,6,6,,5,5,5,0,,27,SIPA-International Affairs,13,3,1,2,1,6,2,International Development,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,10,15,30,10,15,20,30,10,20,20,10,10,40,5,10,15,10,20,5,8,5,7,7,7.066666667,7.666666667,7.733333333,7.6,6.928571429,6.666666667,489,6,7,6,10,6,6,7,8,0,,28,Business,8,2,6,5,3,2,1,Business,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8
478--489,6,-0.07,1,1,,, , ,1,1,478,8,7,7,7,7,7,7,,0,,26,International Affairs,13,2,4,4,1,4,1,Finance/Economics,7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,4,20,20,10,20,10,20,20,10,10,10,20,30,30,20,10,10,10,20,7,8,9,8,7,8,7.8,8.266666667,7.733333333,8.4,7.8,489,8,7,8,7,8,8,8,8,0,,28,Business,8,2,6,5,3,2,1,Business,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8
480--489,15,0.08,1,1,,, , ,1,1,480,9,8,8,7,7,9,8,7,0,6,26,Urban Planning,5,2,4,6,1,4,1,Planning,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,16,18,18,20,12,16,20,14,16,20,12,18,18,15,16,20,15,16,8,9,10,8,7,7.857142857,8.142857143,8.285714286,7.857142857,7.428571429,6.642857143,489,8,8,8,8,7,10,7,8,0,,28,Business,8,2,6,5,3,2,1,Business,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8
467--490,5,0.7,1,1,6,,0, ,1,1,467,8,10,10,10,10,9,8,5,0,4,24,Consulting,8,2,7,4,6,2,1,"Consulting, later Arts or Non-Profit",7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,50,10,20,15,5,0,60,5,15,10,5,5,8,8,8,8,8,8.333333333,7.4,7.8,7.2,7.923076923,6.666666667,490,9,6,8,7,10,7,7,5,,3,29,film,14,2,6,1,2,6,3,writer/producer,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429
467--491,15,0.61,0,1,6,2,0,0,1,1,467,9,10,10,10,10,9,8,5,0,4,24,Consulting,8,2,7,4,6,2,1,"Consulting, later Arts or Non-Profit",7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,50,10,20,15,5,0,60,5,15,10,5,5,8,8,8,8,8,8.333333333,7.4,7.8,7.2,7.923076923,6.666666667,491,7,7,8,7,6,7,5,6,0,2.5,29,MBA,8,3,3,3,2,4,1,Investment Banker,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692
469--491,10,-0.22,0,1,0,2,4,0,1,1,469,8,8,8,8,8,5,8,5,0,6,25,Human Rights,13,4,1,1,2,3,1,Work at the UN,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,20,10,20,20,10,20,40,10,10,20,10,10,40,10,20,10,10,10,8,8,8,6,6,8,7.666666667,7.866666667,7.266666667,6.928571429,7.2,491,8,7,6,6,7,8,7,5,0,2.5,29,MBA,8,3,3,3,2,4,1,Investment Banker,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692
470--491,3,0.23,0,1,,2, ,0,1,1,470,7,6,8,5,5,4,7,5,0,4,29,medicine,4,4,1,1,1,4,2,medicine,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,10,20,25,25,10,10,40,10,20,10,10,10,60,10,10,10,5,5,4,9,5,8,6,8.066666667,7.4,8.533333333,7.533333333,8.2,7.285714286,491,8,7,7,8,8,6,7,6,0,2.5,29,MBA,8,3,3,3,2,4,1,Investment Banker,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692
478--491,7,0.3,0,1,,2, ,0,1,1,478,9,8,9,9,9,9,9,,0,,26,International Affairs,13,2,4,4,1,4,1,Finance/Economics,7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,4,20,20,10,20,10,20,20,10,10,10,20,30,30,20,10,10,10,20,7,8,9,8,7,8,7.8,8.266666667,7.733333333,8.4,7.8,491,7,7,8,7,7,6,5,5,0,2.5,29,MBA,8,3,3,3,2,4,1,Investment Banker,7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692
467--492,8,0.12,0,1,6,3,0,2,1,1,467,8,10,10,9,9,9,8,5,0,4,24,Consulting,8,2,7,4,6,2,1,"Consulting, later Arts or Non-Profit",7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,50,10,20,15,5,0,60,5,15,10,5,5,8,8,8,8,8,8.333333333,7.4,7.8,7.2,7.923076923,6.666666667,492,10,8,10,8,10,2,2,1,0,3,30,physics,10,6,1,1,2,4,2,acadeic,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,30,0,30,30,10,0,50,0,0,0,0,0,0,30,30,0,30,10,10,10,10,10,10,7.333333333,7.266666667,7.866666667,7.4,7,6.928571429
468--492,4,0.16,1,1,2,3,2,2,1,1,468,9,8,8,8,8,8,7,6,0,2,25,Human Rights: Middle East,13,6,5,2,1,6,3,Professor; Human Rights Director,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,15,25,15,15,15,15,25,15,15,15,20,10,30,15,20,15,10,10,8,9,6,8,8,8.333333333,7.933333333,8.466666667,7.8,8,7.857142857,492,10,10,10,10,10,2,10,5,0,3,30,physics,10,6,1,1,2,4,2,acadeic,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,30,0,30,30,10,0,50,0,0,0,0,0,0,30,30,0,30,10,10,10,10,10,10,7.333333333,7.266666667,7.866666667,7.4,7,6.928571429
469--492,3,0.27,0,1,0,3,4,2,1,1,469,9,8,8,9,7,8,8,8,0,6,25,Human Rights,13,4,1,1,2,3,1,Work at the UN,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,20,10,20,20,10,20,40,10,10,20,10,10,40,10,20,10,10,10,8,8,8,6,6,8,7.666666667,7.866666667,7.266666667,6.928571429,7.2,492,10,10,10,10,10,10,10,5,0,3,30,physics,10,6,1,1,2,4,2,acadeic,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,30,0,30,30,10,0,50,0,0,0,0,0,0,30,30,0,30,10,10,10,10,10,10,7.333333333,7.266666667,7.866666667,7.4,7,6.928571429
472--492,14,0.12,0,1,,3, ,2,1,1,472,10,9,10,10,10,10,10,10,0,12,25,Urban Planning,5,3,1,3,2,4,2,Urban Planner,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,4,10,25,25,20,10,10,20,10,20,30,10,10,30,5,10,30,5,20,8,10,10,8,9,7.2,7.666666667,7.933333333,6.666666667,7,6.333333333,492,8,10,10,2,8,1,8,1,0,3,30,physics,10,6,1,1,2,4,2,acadeic,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,30,0,30,30,10,0,50,0,0,0,0,0,0,30,30,0,30,10,10,10,10,10,10,7.333333333,7.266666667,7.866666667,7.4,7,6.928571429
