"","pair_id","order","interest_corr","samerace","match","calls_from_female","calls_from_male","calls_to_female","calls_to_male","female_dec","male_dec","female_id","f_rate_m_attr","f_rate_m_sinc","f_rate_m_intel","f_rate_m_fun","f_rate_m_amb","f_rate_m_shar","f_rate_m_like","f_rate_m_prob","f_rate_m_met_before","f_est_matches","f_age","f_field","f_field_num","f_race","f_imp_race","f_imp_relig","f_goal","f_dat_freq","f_out_freq","f_career","f_career_num","f_like_sports","f_like_tvsports","f_like_exercise","f_like_dining","f_like_museums","f_like_art","f_like_hiking","f_like_gaming","f_like_clubbing","f_like_reading","f_like_tv","f_like_theater","f_like_movies","f_like_concerts","f_like_music","f_like_shopping","f_like_yoga","f_exp_happy","f_pref_attr","f_pref_sinc","f_pref_intel","f_pref_fun","f_pref_amb","f_pref_shar","f_genderpref_attr","f_genderpref_sinc","f_genderpref_intel","f_genderpref_fun","f_genderpref_amb","f_genderpref_shar","f_oppgender_pref_attr","f_oppgender_pref_sinc","f_oppgender_pref_intel","f_oppgender_pref_fun","f_oppgender_pref_amb","f_oppgender_pref_shar","f_rate_self_attr","f_rate_self_sinc","f_rate_self_fun","f_rate_self_intel","f_rate_self_amb","f_avg_attr","f_avg_sinc","f_avg_fun","f_avg_intel","f_avg_amb","f_avg_like","male_id","m_rate_f_attr","m_rate_f_sinc","m_rate_f_intel","m_rate_f_fun","m_rate_f_amb","m_rate_f_shar","m_rate_f_like","m_rate_f_prob","m_rate_f_met_before","m_est_matches","m_age","m_field","m_field_num","m_race","m_imp_race","m_imp_relig","m_goal","m_dat_freq","m_out_freq","m_career","m_career_num","m_like_sports","m_like_tvsports","m_like_exercise","m_like_dining","m_like_museums","m_like_art","m_like_hiking","m_like_gaming","m_like_clubbing","m_like_reading","m_like_tv","m_like_theater","m_like_movies","m_like_concerts","m_like_music","m_like_shopping","m_like_yoga","m_exp_happy","m_pref_attr","m_pref_sinc","m_pref_intel","m_pref_fun","m_pref_amb","m_pref_shar","m_gender_pref_attr","m_gender_pref_sinc","m_gender_pref_intel","m_gender_pref_fun","m_gender_pref_amb","m_gender_pref_shar","m_opp_gender_pref_attr","m_opp_gender_pref_sinc","m_opp_gender_pref_intel","m_opp_gender_pref_fun","m_opp_gender_pref_amb","m_opp_gender_pref_shar","m_rate_self_attr","m_rate_self_sinc","m_rate_self_fun","m_rate_self_intel","m_rate_self_amb","m_avg_attr","m_avg_sinc","m_avg_fun","m_avg_intel","m_avg_amb","m_avg_like","PCAVector1","PCAVector2"
"3486","477--489",8,0.12,0,0,NA,NA,NA,NA,1,0,477,7,6,8,8,7,NA,7,6,0,3,27,"Electrical Engineering",5,3,5,7,1,4,2,"Engineer",5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,7,16,19,16,17,15,17,20,20,15,15,15,15,25,20,15,20,10,10,6,8,7,7,7,6.333333333,7.866666667,8.2,6.466666667,6.538461538,6.8,489,5,7,10,6,9,5,5,5,0,NA,28,"Business",8,2,6,5,3,2,1,"Business",7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8,1.58199049133056,-0.29342444480922
"3487","478--489",6,-0.07,1,1,NA,NA,NA,NA,1,1,478,8,7,7,7,7,7,7,NA,0,NA,26,"International Affairs",13,2,4,4,1,4,1,"Finance/Economics",7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,4,20,20,10,20,10,20,20,10,10,10,20,30,30,20,10,10,10,20,7,8,9,8,7,8,7.8,8.266666667,7.733333333,8.4,7.8,489,8,7,8,7,8,8,8,8,0,NA,28,"Business",8,2,6,5,3,2,1,"Business",7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8,1.75868551863961,-2.95733661238305
"3488","479--489",11,-0.07,1,0,NA,NA,NA,NA,0,1,479,5,8,8,7,9,3,6,8,0,1.5,27,"International affairs",13,2,3,3,1,4,3,"Banking",7,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,6,15,15,20,20,15,15,30,10,15,20,15,10,30,5,15,25,10,15,8,8,8,8,8,7.666666667,7.466666667,8.133333333,6.733333333,7.571428571,7,489,6,7,8,5,8,8,7,7,NA,NA,28,"Business",8,2,6,5,3,2,1,"Business",7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8,1.67139697544518,-1.57200942891096
"3489","480--489",15,0.08,1,1,NA,NA,NA,NA,1,1,480,9,8,8,7,7,9,8,7,0,6,26,"Urban Planning",5,2,4,6,1,4,1,"Planning",5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,16,18,18,20,12,16,20,14,16,20,12,18,18,15,16,20,15,16,8,9,10,8,7,7.857142857,8.142857143,8.285714286,7.857142857,7.428571429,6.642857143,489,8,8,8,8,7,10,7,8,0,NA,28,"Business",8,2,6,5,3,2,1,"Business",7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,6,20,10,20,20,20,0,60,0,0,0,0,0,20,20,20,20,20,0,6,8,8,9,10,7.466666667,6.866666667,7,7.133333333,6.928571429,6.8,1.71220740415969,-2.15119231162018
"3490","466--490",13,0.43,1,0,NA,NA,NA,NA,0,1,466,0,4,6,4,5,2,2,5,0,0,24,"working",18,2,1,1,6,7,1,"unknown",10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,25,15,15,20,10,15,45,5,15,15,10,10,7,9,7,8,8,7.733333333,7.6,8.066666667,7.733333333,7.285714286,7.066666667,490,7,9,8,7,6,8,7,6,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.23069555976998,-2.36865773405307
"3491","467--490",5,0.7,1,1,6,NA,0,NA,1,1,467,8,10,10,10,10,9,8,5,0,4,24,"Consulting",8,2,7,4,6,2,1,"Consulting, later Arts or Non-Profit",7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,50,10,20,15,5,0,60,5,15,10,5,5,8,8,8,8,8,8.333333333,7.4,7.8,7.2,7.923076923,6.666666667,490,9,6,8,7,10,7,7,5,NA,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.2248399260129,-2.40833111561351
"3492","468--490",1,0.65,0,0,2,NA,2,NA,0,1,468,3,8,8,4,8,8,6,7,0,2,25,"Human Rights: Middle East",13,6,5,2,1,6,3,"Professor; Human Rights Director",2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,15,25,15,15,15,15,25,15,15,15,20,10,30,15,20,15,10,10,8,9,6,8,8,8.333333333,7.933333333,8.466666667,7.8,8,7.857142857,490,8,7,7,6,6,8,7,6,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.15404449301251,-3.50440610354164
"3493","469--490",15,0.23,0,0,0,NA,4,NA,0,1,469,3,9,6,7,NA,3,7,5,0,6,25,"Human Rights",13,4,1,1,2,3,1,"Work at the UN",9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,20,10,20,20,10,20,40,10,10,20,10,10,40,10,20,10,10,10,8,8,8,6,6,8,7.666666667,7.866666667,7.266666667,6.928571429,7.2,490,7,8,8,6,5,5,6,5,NA,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.22908490585761,-2.24423912869284
"3494","470--490",8,0.78,0,0,NA,NA,NA,NA,0,1,470,2,4,6,4,3,2,2,2,0,4,29,"medicine",4,4,1,1,1,4,2,"medicine",4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,10,20,25,25,10,10,40,10,20,10,10,10,60,10,10,10,5,5,4,9,5,8,6,8.066666667,7.4,8.533333333,7.533333333,8.2,7.285714286,490,9,8,9,8,9,8,8,5,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.20091311986349,-2.92503952565521
"3495","471--490",7,0.59,0,0,NA,NA,NA,NA,0,1,471,4,6,6,5,5,4,3,2,0,2,30,"medicine",4,4,8,8,2,5,3,"physician",4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,5,15,15,25,10,15,20,25,10,15,15,15,20,25,10,15,15,15,20,7,8,8,9,9,6.266666667,7.466666667,7.933333333,6.866666667,7.642857143,6.2,490,9,8,8,6,9,5,6,5,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.36145732953098,-0.696282957011516
"3496","472--490",11,0.31,0,0,NA,NA,NA,NA,0,0,472,2,3,4,4,6,5,5,8,0,12,25,"Urban Planning",5,3,1,3,2,4,2,"Urban Planner",5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,4,10,25,25,20,10,10,20,10,20,30,10,10,30,5,10,30,5,20,8,10,10,8,9,7.2,7.666666667,7.933333333,6.666666667,7,6.333333333,490,8,7,8,6,6,7,8,4,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.31572115660757,-1.09176630488693
"3497","473--490",4,0.91,0,0,NA,NA,NA,NA,1,0,473,8,8,10,10,9,9,8,6,0,3,34,"Biotechnology",10,4,1,1,2,6,4,"Clinic Trial",2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,7,15,20,20,15,15,15,20,15,15,20,15,15,20,20,15,15,15,15,7,9,8,10,7,5.933333333,7.266666667,7.6,5.133333333,6.666666667,5.666666667,490,7,6,8,5,7,4,5,5,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.46108998095066,0.96645729725643
"3498","474--490",3,-0.04,0,0,NA,NA,NA,NA,0,1,474,4,5,9,7,8,5,5,5,0,6,30,"biotechnology",10,1,1,1,1,6,5,"scientist",2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,15,20,10,30,5,20,10,10,10,10,50,10,50,10,10,10,10,10,9,9,10,8,7,7.933333333,7.933333333,8.2,8.133333333,7.785714286,7.933333333,490,8,8,8,8,7,8,7,7,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.16842420011571,-3.32482913515289
"3499","475--490",10,0.53,0,0,NA,NA,NA,NA,0,1,475,3,3,4,3,3,3,3,4,0,NA,27,"SIPA-International Affairs",13,3,1,2,1,6,2,"International Development",9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,10,15,30,10,15,20,30,10,20,20,10,10,40,5,10,15,10,20,5,8,5,7,7,7.066666667,7.666666667,7.733333333,7.6,6.928571429,6.666666667,490,10,9,7,7,7,6,9,5,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.28876234195128,-1.53570186557567
"3500","476--490",9,0.11,1,0,0,NA,2,NA,0,1,476,NA,5,8,6,7,3,5,4,0,2,25,"SIPA-International Affairs",13,2,1,3,5,5,2,"International Development",9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,20,20,20,15,15,10,30,10,10,20,10,20,50,5,5,30,5,5,7,9,5,7,6,7.142857143,8.214285714,7.285714286,7.142857143,6.846153846,6.571428571,490,9,9,8,8,7,6,8,5,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.29542063474429,-1.30347404067024
"3501","477--490",14,0.12,0,0,NA,NA,NA,NA,0,1,477,6,8,8,8,7,5,7,6,0,3,27,"Electrical Engineering",5,3,5,7,1,4,2,"Engineer",5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,7,16,19,16,17,15,17,20,20,15,15,15,15,25,20,15,20,10,10,6,8,7,7,7,6.333333333,7.866666667,8.2,6.466666667,6.538461538,6.8,490,10,9,9,6,7,6,7,5,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.35203949434794,-0.629240934852926
"3502","478--490",12,0.15,1,0,NA,NA,NA,NA,0,1,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"International Affairs",13,2,4,4,1,4,1,"Finance/Economics",7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,4,20,20,10,20,10,20,20,10,10,10,20,30,30,20,10,10,10,20,7,8,9,8,7,8,7.8,8.266666667,7.733333333,8.4,7.8,490,10,7,8,9,9,7,9,4,NA,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.17534446703889,-3.29315310242675
"3503","479--490",2,-0.09,1,0,NA,NA,NA,NA,0,0,479,2,8,7,5,5,0,2,6,0,1.5,27,"International affairs",13,2,3,3,1,4,3,"Banking",7,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,6,15,15,20,20,15,15,30,10,15,20,15,10,30,5,15,25,10,15,8,8,8,8,8,7.666666667,7.466666667,8.133333333,6.733333333,7.571428571,7,490,8,6,6,6,7,5,5,4,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.26263301023331,-1.90782591895467
"3504","480--490",6,0.19,1,0,NA,NA,NA,NA,0,1,480,3,8,6,6,6,7,6,4,0,6,26,"Urban Planning",5,2,4,6,1,4,1,"Planning",5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,16,18,18,20,12,16,20,14,16,20,12,18,18,15,16,20,15,16,8,9,10,8,7,7.857142857,8.142857143,8.285714286,7.857142857,7.428571429,6.642857143,490,9,10,9,7,7,8,9,6,0,3,29,"film",14,2,6,1,2,6,3,"writer/producer",6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,30,15,20,10,10,15,50,0,0,0,0,0,50,0,25,10,15,0,3,7,6,8,6,3.692307692,6.357142857,7,5.928571429,6.307692308,4.928571429,-2.2218225815188,-2.48700880166388
"3505","466--491",8,0.35,0,0,NA,2,NA,0,0,1,466,5,4,5,5,5,3,3,2,0,0,24,"working",18,2,1,1,6,7,1,"unknown",10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,10,20,20,15,20,15,25,15,15,20,10,15,45,5,15,15,10,10,7,9,7,8,8,7.733333333,7.6,8.066666667,7.733333333,7.285714286,7.066666667,491,7,6,7,7,7,8,5,5,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.32809612314659,-1.99208658899844
"3506","467--491",15,0.61,0,1,6,2,0,0,1,1,467,9,10,10,10,10,9,8,5,0,4,24,"Consulting",8,2,7,4,6,2,1,"Consulting, later Arts or Non-Profit",7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,20,20,20,20,20,0,50,10,20,15,5,0,60,5,15,10,5,5,8,8,8,8,8,8.333333333,7.4,7.8,7.2,7.923076923,6.666666667,491,7,7,8,7,6,7,5,6,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.33395175690366,-2.03175997055889
"3507","468--491",11,0.47,0,0,2,2,2,0,0,0,468,8,8,7,6,6,5,5,5,0,2,25,"Human Rights: Middle East",13,6,5,2,1,6,3,"Professor; Human Rights Director",2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,15,25,15,15,15,15,25,15,15,15,20,10,30,15,20,15,10,10,8,9,6,8,8,8.333333333,7.933333333,8.466666667,7.8,8,7.857142857,491,6,7,8,7,6,5,5,6,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.40474718990405,-3.12783495848702
"3508","469--491",10,-0.22,0,1,0,2,4,0,1,1,469,8,8,8,8,8,5,8,5,0,6,25,"Human Rights",13,4,1,1,2,3,1,"Work at the UN",9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,20,10,20,20,10,20,40,10,10,20,10,10,40,10,20,10,10,10,8,8,8,6,6,8,7.666666667,7.866666667,7.266666667,6.928571429,7.2,491,8,7,6,6,7,8,7,5,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.32970677705895,-1.86766798363821
"3509","470--491",3,0.23,0,1,NA,2,NA,0,1,1,470,7,6,8,5,5,4,7,5,0,4,29,"medicine",4,4,1,1,1,4,2,"medicine",4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,10,20,25,25,10,10,40,10,20,10,10,10,60,10,10,10,5,5,4,9,5,8,6,8.066666667,7.4,8.533333333,7.533333333,8.2,7.285714286,491,8,7,7,8,8,6,7,6,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.35787856305307,-2.54846838060058
"3510","471--491",2,0.19,0,0,NA,2,NA,0,1,0,471,8,7,7,8,8,8,7,6,0,2,30,"medicine",4,4,8,8,2,5,3,"physician",4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,5,15,15,25,10,15,20,25,10,15,15,15,20,25,10,15,15,15,20,7,8,8,9,9,6.266666667,7.466666667,7.933333333,6.866666667,7.642857143,6.2,491,7,7,7,7,7,6,6,6,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.19733435338558,-0.319711811956891
"3511","472--491",6,0.57,1,0,NA,2,NA,0,1,0,472,5,3,9,10,9,7,7,8,0,12,25,"Urban Planning",5,3,1,3,2,4,2,"Urban Planner",5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,4,10,25,25,20,10,10,20,10,20,30,10,10,30,5,10,30,5,20,8,10,10,8,9,7.2,7.666666667,7.933333333,6.666666667,7,6.333333333,491,6,7,7,7,6,5,5,6,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.24307052630899,-0.715195159832309
"3512","473--491",14,0.23,0,0,NA,2,NA,0,1,0,473,9,9,9,9,10,8,8,7,0,3,34,"Biotechnology",10,4,1,1,2,6,4,"Clinic Trial",2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,7,15,20,20,15,15,15,20,15,15,20,15,15,20,20,15,15,15,15,7,9,8,10,7,5.933333333,7.266666667,7.6,5.133333333,6.666666667,5.666666667,491,6,7,6,5,5,5,5,4,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.09770170196591,1.34302844231105
"3513","474--491",13,0.78,0,0,NA,2,NA,0,1,0,474,9,8,8,7,7,5,NA,NA,0,6,30,"biotechnology",10,1,1,1,1,6,5,"scientist",2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,15,20,10,30,5,20,10,10,10,10,50,10,50,10,10,10,10,10,9,9,10,8,7,7.933333333,7.933333333,8.2,8.133333333,7.785714286,7.933333333,491,7,6,7,7,6,5,6,5,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.39036748280085,-2.94825799009826
"3514","475--491",5,0.3,1,0,NA,2,NA,0,1,0,475,8,5,7,7,7,6,5,5,0,NA,27,"SIPA-International Affairs",13,3,1,2,1,6,2,"International Development",9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,10,15,30,10,15,20,30,10,20,20,10,10,40,5,10,15,10,20,5,8,5,7,7,7.066666667,7.666666667,7.733333333,7.6,6.928571429,6.666666667,491,5,6,5,5,5,5,5,5,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.27002934096528,-1.15913072052104
"3515","476--491",4,0.6,0,0,0,2,2,0,0,0,476,9,5,7,8,6,6,6,5,0,2,25,"SIPA-International Affairs",13,2,1,3,5,5,2,"International Development",9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,20,20,20,15,15,10,30,10,10,20,10,20,50,5,5,30,5,5,7,9,5,7,6,7.142857143,8.214285714,7.285714286,7.142857143,6.846153846,6.571428571,491,5,6,6,7,6,6,5,5,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.26337104817228,-0.926902895615616
"3516","477--491",9,0.59,1,0,NA,2,NA,0,1,0,477,9,7,8,8,8,6,7,5,0,3,27,"Electrical Engineering",5,3,5,7,1,4,2,"Engineer",5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,7,16,19,16,17,15,17,20,20,15,15,15,15,25,20,15,20,10,10,6,8,7,7,7,6.333333333,7.866666667,8.2,6.466666667,6.538461538,6.8,491,5,5,5,5,5,6,7,7,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.20675218856862,-0.252669789798301
"3517","478--491",7,0.3,0,1,NA,2,NA,0,1,1,478,9,8,9,9,9,9,9,NA,0,NA,26,"International Affairs",13,2,4,4,1,4,1,"Finance/Economics",7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,4,20,20,10,20,10,20,20,10,10,10,20,30,30,20,10,10,10,20,7,8,9,8,7,8,7.8,8.266666667,7.733333333,8.4,7.8,491,7,7,8,7,7,6,5,5,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.38344721587767,-2.91658195737213
"3518","479--491",12,0.45,0,0,NA,2,NA,0,1,0,479,7,6,8,7,9,4,7,8,0,1.5,27,"International affairs",13,2,3,3,1,4,3,"Banking",7,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,6,15,15,20,20,15,15,30,10,15,20,15,10,30,5,15,25,10,15,8,8,8,8,8,7.666666667,7.466666667,8.133333333,6.733333333,7.571428571,7,491,6,6,7,6,6,5,5,5,0,2.5,29,"MBA",8,3,3,3,2,4,1,"Investment Banker",7,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,5,30,10,25,20,8,7,40,10,10,20,10,10,50,10,10,20,5,5,7,7,7,7,7,7.666666667,6.733333333,7.8,7.6,7.6,6.692307692,2.29615867268325,-1.53125477390005
